set I := i01 i02 i03 ;

set J := j01 j02 j03 ;

set K := k01 k02 k03 k04 k05 ;

param r_q := 
k01 k01 0.1
k02 k01 0.0
k03 k01 0.0
k04 k01 0.0
k05 k01 0.0
k01 k02 0.9
k02 k02 0.0
k03 k02 0.0
k04 k02 0.0
k05 k02 0.0
k01 k03 0.0
k02 k03 1.0
k03 k03 0.0
k04 k03 0.0
k05 k03 0.0
k01 k04 0.0
k02 k04 0.0
k03 k04 1.0
k04 k04 0.0
k05 k04 0.0
k01 k05 0.0
k02 k05 0.0
k03 k05 0.0
k04 k05 1.0
k05 k05 0.0;

param h := 
i01 k01 15
i01 k02  0
i01 k03  0
i01 k04  0
i01 k05  0
i02 k01 15
i02 k02  0
i02 k03  0
i02 k04  0
i02 k05  0
i03 k01 15
i03 k02  0
i03 k03  0
i03 k04  0
i03 k05  0;

param s := 
j01 k01 80
j01 k02 40
j01 k03 50
j01 k04 40
j01 k05 30
j02 k01 20
j02 k02 30
j02 k03 25
j02 k04 30
j02 k05 20
j03 k01 40
j03 k02 20
j03 k03 30
j03 k04 30
j03 k05 20;

param c := 
j01 k01 1
j01 k02 1
j01 k03 1
j01 k04 1
j01 k05 1
j02 k01 1
j02 k02 1
j02 k03 1
j02 k04 1
j02 k05 1
j03 k01 1
j03 k02 1
j03 k03 1
j03 k04 1
j03 k05 1;

param x := 
j01 j01 1
j02 j01 1
j03 j01 1
j01 j02 0
j02 j02 1
j03 j02 0
j01 j03 0
j02 j03 0
j03 j03 1;

param d := 
i01 j01 k01 1.000000
i01 j01 k02 1.000000
i01 j01 k03 1.000000
i01 j01 k04 1.000000
i01 j01 k05 1.000000
i01 j02 k01 0.949675
i01 j02 k02 0.949675
i01 j02 k03 0.949675
i01 j02 k04 0.949675
i01 j02 k05 0.949675
i01 j03 k01 0.804601
i01 j03 k02 0.804601
i01 j03 k03 0.804601
i01 j03 k04 0.804601
i01 j03 k05 0.804601
i02 j01 k01 0.949675
i02 j01 k02 0.949675
i02 j01 k03 0.949675
i02 j01 k04 0.949675
i02 j01 k05 0.949675
i02 j02 k01 1.000000
i02 j02 k02 1.000000
i02 j02 k03 1.000000
i02 j02 k04 1.000000
i02 j02 k05 1.000000
i02 j03 k01 0.949675
i02 j03 k02 0.949675
i02 j03 k03 0.949675
i02 j03 k04 0.949675
i02 j03 k05 0.949675
i03 j01 k01 0.804601
i03 j01 k02 0.804601
i03 j01 k03 0.804601
i03 j01 k04 0.804601
i03 j01 k05 0.804601
i03 j02 k01 0.949675
i03 j02 k02 0.949675
i03 j02 k03 0.949675
i03 j02 k04 0.949675
i03 j02 k05 0.949675
i03 j03 k01 1.000000
i03 j03 k02 1.000000
i03 j03 k03 1.000000
i03 j03 k04 1.000000
i03 j03 k05 1.000000;

param w := 
i01 j01 1
i01 j02 0
i01 j03 0
i02 j01 1
i02 j02 1
i02 j03 0
i03 j01 1
i03 j03 1
i03 j02 0;

#Número máximo de s_jk 
param M := 
80;

#Máximo de los s_jk * c_jk 
param cap_max := 
80;

#Demanda máxima en los nodos de demanda 
param H := 
15;

param e := 
10e-3;

param r_bin_kk := 
k01 k01 1
k02 k01 0
k03 k01 0
k04 k01 0
k05 k01 0
k01 k02 1
k02 k02 0
k03 k02 0
k04 k02 0
k05 k02 0
k01 k03 0
k02 k03 1
k03 k03 0
k04 k03 0
k05 k03 0
k01 k04 0
k02 k04 0
k03 k04 1
k04 k04 0
k05 k04 0
k01 k05 0
k02 k05 0
k03 k05 0
k04 k05 1
k05 k05 0;

param sigma_max := 
k01 150
k02 150
k03 150
k04 150
k05 150;

param K_size := 
5;

param J_size := 
3;

